id,x1,y1,x2,y2,score
64,508.024,481.94,617.175,654.023,0.601845
65,408.033,310.623,537.162,379.191,0.478987
66,10.8893,519.121,129.902,576.555,0.34654
67,337.915,755.292,531.652,861.171,0.382781
68,636.816,585.59,834.076,719.915,0.610435
69,119.624,69.8736,231.586,98.3391,0.112034
70,241.791,390.792,331.09,524.814,0.502533
71,525.227,493.726,547.114,566.061,0.849152
72,408.018,535.991,451.403,632.67,0.426692
73,152.242,13.8946,283.538,49.4663,0.13032
74,308.602,678.465,438.85,781.137,0.826124
75,743.686,301.574,801.045,326.15,0.411897
76,308.442,320.228,404.586,377.761,0.761963
77,244.042,230.154,301.028,398.472,0.782422
78,698.767,669.517,777.248,714.502,0.49709
79,99.0025,769.331,162.384,820.081,0.561186
80,178.109,610.582,287.802,678.076,0.532266
81,360.859,448.354,477.66,608.75,0.38902
82,780.731,504.145,801.632,688.567,0.32591
83,405.237,314.285,478.467,403.481,0.337334
84,647.513,427.951,768.724,469.131,0.408286
85,659.807,521.347,832.065,559.219,0.804692
86,296.784,372.802,426.507,503.52,0.984684
87,401.359,686.688,599.97,804.979,0.869143
88,748.268,516.688,812.845,682.914,0.236944
89,2.01424,434.642,180.831,582.301,0.922107
90,98.0358,117.002,222.035,244.543,0.414308
91,691.692,187.594,712.048,262.822,0.108098
92,264.1,574.032,424.748,705.375,0.322837
93,362.271,651.697,425.183,840.296,0.549116
94,438.757,96.1039,549.186,159.15,0.280273
95,268.89,687.405,314.901,724.468,0.376624
96,387.655,567.654,428.06,663.442,0.79315
97,128.323,300.787,224.59,399.416,0.684966
98,799.606,207.276,873.604,311.63,0.100799
99,466.514,156.501,582.513,200.386,0.362404
100,144.67,433.167,197.616,482.519,0.273345
101,621.927,694.541,781.739,750.391,0.295278
102,580.316,219.442,730.256,287.392,0.447548
103,162.323,481.978,257.586,584.144,0.441821
104,206.308,641.07,345.837,711.569,0.560272
105,364.656,415.387,519.757,603.216,0.917705
106,444.145,291.142,574.657,360.834,0.307737
107,121.851,656.786,202.038,693.427,0.651746
108,175.163,241.672,264.019,361.027,0.346649
109,146.13,503.644,251.999,557.857,0.819128
110,602.78,468.884,700.559,648.566,0.988261
111,637.21,689.225,704.878,870.341,0.711442
112,257.476,647.482,329.492,785.229,0.913095
113,10.6565,368.702,181.992,426.583,0.262317
114,142.24,420.151,334.075,532.978,0.903707
115,549.508,673.023,590.358,768.912,0.216723
116,482.224,507.108,574.193,637.488,0.693127
117,613.885,771.771,671.362,870.221,0.151564
118,690.46,494.084,744.465,531.096,0.392465
119,144.447,187.59,209.161,298.572,0.712543
120,622.074,376.573,709.652,400.677,0.104708
121,517.439,697.67,672.846,804.47,0.527216
122,428.167,781.967,581.568,830.485,0.824529
123,172.886,678.587,193.008,834.458,0.848311
124,387.419,584.527,578.971,628.746,0.512804
125,203.369,605.867,295.218,794.607,0.926049
126,419.11,488.22,581.357,626.872,0.715734
127,397.279,528.026,539.705,645.075,0.587236
128,448.608,616.665,552.356,779.214,0.247208
129,468.077,444.004,497,630.967,0.534858
130,209.77,431.878,303.534,470.164,0.843049
131,74.9614,117.427,126.956,194.863,0.128288
132,236.659,136.694,273.051,229.388,0.565382
133,715.083,568.931,861.542,658.591,0.627559
134,179.993,553.169,263.282,701.509,0.52384
135,375.967,690.027,477.081,876.458,0.511994
136,559.98,302.207,728.018,415.823,0.775027
137,799.303,319.055,869.5,491.591,0.926571
138,664.538,400.786,797.326,585.588,0.134642
139,224.065,419.438,337.413,548.198,0.841867
140,513.222,307.836,557.541,455.15,0.159287
141,279.283,436.516,325.672,509.865,0.500289
142,114.253,173.047,210.57,353.886,0.296563
143,258.756,85.787,305.637,164.283,0.619743
144,549.72,498.551,725.042,666.517,0.129897
145,526.022,337.696,713.14,532.853,0.422863
146,14.9979,595.802,72.1709,665.212,0.120826
147,241.318,73.3,431.581,256.94,0.730973
148,268.072,603.906,425.608,709.7,0.391284
149,784.401,386.728,956.595,568.578,0.822692
150,447.983,236.619,580.998,302.999,0.875869
151,22.9527,75.4339,212.891,161.828,0.62005
152,67.6865,551.074,220.745,618.361,0.103139
153,499.583,342.324,680.989,476.088,0.721203
154,358.967,325.51,504.233,414.871,0.140981
155,700.605,289.825,786.976,485.115,0.889723
156,183.754,283.903,370.065,327.455,0.26728
157,1.87392,784.307,156.397,974.584,0.319584
158,537.481,209.54,568.81,364.278,0.381599
159,410.38,172.234,488.635,238.287,0.123025
160,590.685,28.7443,673.179,82.0206,0.71632
161,348.855,410.036,431.359,592.7,0.783969
162,336.793,572.737,405.492,728.927,0.174218
163,246.104,510.056,359.074,669.497,0.397605
164,178.534,150.37,262.169,299.485,0.942738
165,662.788,398.977,733.781,452.201,0.382083
166,481.465,126.693,518.684,248.917,0.178162
167,669.862,202.727,798.961,389.632,0.694035
168,782.872,22.766,972.129,159.284,0.970374
169,543.177,569.755,575.982,762.553,0.368348
170,145.277,87.7592,192.623,124.291,0.660073
171,560.556,598.614,738.314,790.766,0.822806
172,697.834,313.499,797.425,347.435,0.969027
173,289.267,47.1074,443.167,162.646,0.504611
174,203.817,774.549,277.012,872.607,0.123369
175,37.4143,291.742,70.8224,377.905,0.182135
176,281.702,232.261,431.674,256.346,0.384836
177,358.171,605.827,512.213,743.667,0.192364
178,82.4445,573.528,248.949,727.152,0.734666
179,289.602,91.1292,321.975,217.219,0.758677
180,9.15229,648.963,42.8373,798.439,0.444242
181,446.09,133.445,612.75,231.901,0.827226
182,457.267,768.987,483.05,841.822,0.869521
183,350.187,55.5729,413.996,202.194,0.77986
184,782.089,411.405,813.644,604.569,0.950758
185,774.913,221.855,799.067,261.205,0.325571
186,234.213,383.683,306.527,428.511,0.963519
187,189.614,161.606,360.069,209.27,0.339856
188,589.341,504.657,768.748,665.489,0.641036
189,379.616,174.439,411.199,194.599,0.811658
190,121.21,582.636,152.956,745.045,0.610946
191,740.378,104.426,868.752,235.639,0.29857
192,287.554,110.089,433.381,204.693,0.130121
193,503.599,384.988,552.948,532.62,0.620497
194,574.411,264.482,731.229,424.752,0.190825
195,101.709,5.41484,207.059,141.089,0.409726
196,569.804,117.489,707.908,195.236,0.723996
197,350.259,225.902,545.595,293.505,0.230412
198,549.597,231.983,731.908,416.216,0.258325
199,420.778,135.41,498.829,252.414,0.448282
200,67.1639,167.486,150.963,234.125,0.296911
201,55.1206,490.972,106.731,585.411,0.916197
202,634.847,577.264,704.063,666.56,0.989337
203,32.6464,589.25,153.47,654.865,0.651081
204,267.524,203.754,397.015,282.424,0.242396
205,618.338,199.701,706.46,372.89,0.581057
206,427.867,228.9,528.224,266.112,0.524318
207,613.849,538.35,693.886,603.972,0.739037
208,591.173,268.311,646.692,412.27,0.345023
209,625.231,788.376,684.929,933.119,0.715653
210,92.7754,307.05,168.189,437.754,0.665445
211,538.499,621.477,612.96,710.231,0.985692
212,642.223,539.283,771.732,724.526,0.707689
213,779.543,270.8,819.833,327.709,0.672408
214,654.417,347.013,844.541,543.279,0.677071
215,287.205,476.968,341.314,647.993,0.398624
216,116.344,670.07,222.074,760.552,0.557007
217,308.275,220.858,362.203,376.258,0.687052
218,377.289,5.48757,406.386,115.759,0.931859
219,763.127,78.0995,940.788,213.221,0.724739
220,325.289,784.36,449.228,819.754,0.618669
221,543.589,218.83,581.112,282.077,0.433094
222,369.164,170.567,472.38,258.05,0.803936
223,635.469,292.77,831.981,410.613,0.64943
224,690.566,784.478,885.321,833.195,0.967571
225,244.88,519.802,314.269,662.888,0.936349
226,217.073,31.4289,306.395,214.374,0.112016
227,543.587,328.934,653.891,466.436,0.86252
228,614.116,281.691,678.295,411.431,0.951446
229,608.132,243.301,744.391,290.077,0.931507
230,319.073,574.126,497.232,698.162,0.331247
231,466.469,69.7113,575.494,257.628,0.743605
232,318.993,370.171,463.546,434.711,0.314848
233,172.645,295.425,371.347,351.795,0.647591
234,83.6258,307.045,122.419,375.047,0.69364
235,398.673,563.904,458.66,694.835,0.217188
236,329.095,66.3703,412.708,132.092,0.899917
237,687.422,82.3581,764.639,253.867,0.976412
238,150.154,437.014,287.911,513.313,0.775778
239,281.382,787.251,317.083,961.472,0.87931
240,386.531,697.115,447.653,877.855,0.969061
241,267.162,611.943,438.203,764.744,0.796914
242,164.394,108.768,240.478,212.591,0.302672
243,791.784,299.363,875.157,352.897,0.450738
244,238.638,265.868,282.677,287.303,0.968008
245,522.736,684.791,566.998,826.591,0.194432
246,549.004,258.664,717.094,370.002,0.841506
247,756.928,222.518,880.301,278.23,0.4002
248,497.428,364.872,640.446,498.917,0.639403
249,519.957,158.482,584.333,275.223,0.333563
250,760.204,131.947,867.785,301.28,0.562907
251,443.529,475.808,499.092,633.287,0.71841
252,583.512,48.42,620.241,116.109,0.102951
253,606.683,211.246,659.267,366.552,0.33271
254,268.356,124.062,317.139,235.3,0.434125
255,587.378,679.86,773.908,851.031,0.37527
256,579.339,481.705,674.43,625.654,0.617931
257,243.182,672.361,385.343,703.74,0.526554
258,735.253,707.769,767.852,841.981,0.152437
259,39.3126,720.861,65.7175,864.734,0.93047
260,239.924,755.568,417.178,833.626,0.328605
261,582.8,733.71,611.5,932.232,0.987341
262,552.096,396.215,632.124,513.569,0.667615
263,243.374,470.563,288.588,592.199,0.379409
264,15.9939,134.216,195.999,300.147,0.681796
265,656.812,772.691,774.487,792.782,0.405548
266,476.951,752.429,625.464,786.229,0.291436
267,688.777,755.785,866.771,928.152,0.303077
268,117.128,582.003,157.728,729.958,0.452671
269,124.733,189.32,266.454,223.289,0.327532
270,661.437,796.35,686.333,831.095,0.344498
271,168.641,628.162,315.258,705.115,0.672782
272,496.212,704.097,522.585,833.675,0.398015
273,728.795,454.235,923.28,556.576,0.582003
274,490.204,316.193,514.178,465.109,0.543249
275,126.735,640.381,308.232,752.858,0.263349
276,289.343,722.06,414.676,907.929,0.382451
277,781.198,729.504,861.201,763.819,0.581232
278,501.869,165.939,527.507,189.347,0.844942
279,122.014,543.575,142.243,582.691,0.301327
280,535.445,362.697,663.44,535.757,0.332234
281,683.274,406.304,791.911,433.773,0.753415
282,767.718,156.891,923.509,292.045,0.384142
283,751.402,472.643,807.8,637.965,0.682954
284,439.828,117.512,494.241,293.518,0.916897
285,722.165,150.046,853.878,322.287,0.450245
286,682.15,749.826,837.259,806.028,0.925129
287,366.065,799.349,392.924,919.026,0.313587
288,450.057,6.58607,528.772,77.0923,0.813354
289,384.655,9.79123,470.407,92.1449,0.935319
290,481.907,643.39,532.017,711.336,0.690003
291,426.932,426.512,555.742,558.527,0.675842
292,223.407,781.021,404.092,943.131,0.121255
293,125.143,767.213,261.894,919.305,0.433578
294,571.198,17.5776,648.973,205.546,0.884014
295,650.82,146.448,725.483,340.748,0.410226
296,764.031,559.831,865.019,677.54,0.622414
297,560.941,503.841,760.247,697.779,0.591318
298,173.251,278.993,237.908,369.594,0.614215
299,474.369,673.371,639.852,771.759,0.685656
300,791.603,15.7861,971.654,188.977,0.461416
301,328.571,252.368,376.17,346.853,0.347516
302,544.745,481.052,592.61,641.692,0.78847
303,645.068,27.481,685.227,77.1665,0.326709
304,371.794,129.452,506.74,326.073,0.866645
305,262.622,362.415,399.377,500.721,0.397996
306,712.059,634.647,868.309,798.209,0.693919
307,724.818,466.037,795.035,604.451,0.853397
308,758.934,600.843,804.744,798.773,0.672667
309,508.178,416.832,631.592,451.715,0.976039
310,457.361,210.948,509.162,244.557,0.940312
311,429.068,320.811,451.915,441.627,0.921768
312,400.463,794.57,590.174,960.987,0.387278
313,682.679,282.323,780.958,315.027,0.493383
314,719.506,99.646,846.814,120.15,0.687945
315,9.81574,648.95,137.838,797.856,0.792218
316,117.481,247.923,256.474,270.386,0.962602
317,735.344,568.354,830.378,669.941,0.396624
318,639.126,243.379,810.023,342.579,0.113956
319,790.694,272.393,820.39,429.122,0.653923
320,94.9511,407.439,256.369,496.76,0.431229
321,773.254,751.813,853.741,800.206,0.344536
322,518.456,216.289,696.161,323.58,0.591567
323,356.135,636.359,516.618,763.129,0.846739
324,498.122,217.32,549.554,299.634,0.473759
325,735.827,32.9912,879.336,190.563,0.544322
326,257.5,581.947,287.877,689.092,0.302715
327,362.737,324.308,521.195,519.765,0.613113
328,468.246,742.693,625.123,849.211,0.11681
329,744.849,455.124,825.016,491.62,0.271566
330,799.572,270.495,940.666,414.044,0.864392
331,123.079,361.16,278.264,546.449,0.262786
332,230.569,414.795,399.104,541.361,0.950997
333,171.886,559.303,259.303,667.205,0.463519
334,436.783,742.702,463.562,864.783,0.433952
335,511.318,347.814,698.945,499.51,0.766556
336,476.042,728.888,604.131,908.182,0.733591
337,22.3483,494,152.154,535.825,0.639415
338,353.271,501.958,377.086,595.665,0.237798
339,772.645,456.342,796.17,631.949,0.275609
340,725.929,753.21,904.038,890.637,0.491252
341,192.036,185.56,373.395,374.529,0.527312
342,269.842,304.088,307.466,390.459,0.591707
343,576.921,133.028,708.483,184.702,0.523366
344,432.358,426.84,597.633,610.359,0.422946
345,69.7907,480.757,214.217,519.77,0.286295
346,386.379,744.97,572.307,909.951,0.192899
347,743.575,724.01,772.439,835.828,0.261716
348,300.868,230.752,429.09,405.049,0.36315
349,113.169,409.29,227.592,473.252,0.864531
350,110.536,765.775,199.729,902.481,0.438165
351,451.009,77.2015,485.422,132.086,0.260608
352,157.19,405.002,269.711,523.986,0.133085
353,346.743,78.6448,460.087,189.691,0.119111
354,264.383,670.001,335.439,858.493,0.673717
355,156.563,395.334,198.286,572.501,0.528356
356,519.894,28.8806,654.353,144.574,0.586629
357,649.205,614.002,809.344,806.362,0.405723
358,262.742,320.348,312.844,396.055,0.98979
359,25.6743,201.163,213.931,334.723,0.830917
360,341.412,211.377,394.837,354.87,0.300047
361,749.401,499.752,929.939,614.739,0.81384
362,584.762,741.89,652.269,786.533,0.151658
363,492.656,414.345,523.904,605.399,0.571579
364,449.897,302.844,518.282,407.405,0.343711
365,212.875,439.748,367.23,475.818,0.258663
366,500.846,124.616,647.306,238.129,0.773879
367,254.757,643.735,320,742.016,0.904107
368,451.668,618.933,534.032,691.027,0.844341
369,183.064,465.189,250.977,583.469,0.482251
370,99.551,566.195,144.332,648.991,0.30864
371,129.988,780.441,228.543,862.953,0.535826
372,212.629,184.638,282.737,348.682,0.745696
373,442.652,48.4414,464.644,217.177,0.764882
374,157.494,552.464,295.251,613.09,0.709817
375,366.128,247.322,422.93,323.296,0.963834
376,571.689,310.589,759.629,432.142,0.907001
377,387.393,285.448,582.074,313.38,0.165215
378,73.9922,260.905,100.947,359.79,0.592465
379,539.782,289.381,716.164,332.894,0.543602
380,658.279,65.2234,748.537,121.519,0.960079
381,230.905,682.329,427.353,777.277,0.943909
382,266.845,302.519,366.241,341.886,0.728518
383,452.689,43.504,488.139,194.307,0.88325
384,444.961,45.3861,529.97,222.662,0.823894
385,382.713,318.975,519.435,467.662,0.867443
386,106.358,243.846,178.149,319.729,0.152341
387,446.678,302.827,497.236,405.341,0.758944
388,305.834,30.1981,489.648,75.1019,0.292344
389,646.596,439.834,792.159,567.008,0.812409
390,573.394,740.341,765.248,786.505,0.965953
391,419.884,233.3,538.947,279.324,0.156201
392,268.706,336.227,328.979,470.949,0.496025
393,388.385,676.748,447.788,698.805,0.494399
394,457.629,223.104,598.342,295.27,0.800809
395,656.135,9.3694,756.349,178.717,0.627331
396,363.622,235.848,433.241,419.651,0.602525
397,660.773,116.15,810.782,260.895,0.707773
398,687.006,451.479,836.98,561.266,0.571149
399,645.654,708.131,782.534,864.289,0.129224
400,9.07487,608.527,95.2505,692.99,0.818493
401,496.053,281.173,604.012,327.578,0.451804
402,372.782,584.268,524.44,700.547,0.531107
403,459.48,89.3002,593.254,271.881,0.740165
404,336.962,701.535,422.129,897.646,0.919119
405,161.491,489.548,338.936,599.394,0.436341
406,587.73,263.089,786.646,348.989,0.164529
407,99.6533,56.138,247.123,250.287,0.970245
408,103.117,218.397,191.486,268.993,0.224281
409,622.169,699.144,733.418,857.486,0.191931
410,48.9736,510.947,193.229,605.368,0.859154
411,59.0572,13.3714,137.184,143.628,0.879881
412,525.853,470.04,687.688,581.854,0.263194
413,170.605,91.9554,298.525,133.512,0.642656
414,513.01,636.281,652.769,716.14,0.17475
415,150.958,544.066,220.335,591.548,0.166567
416,592.211,630.153,723.291,806.727,0.768319
417,255.053,396.36,349.542,587.613,0.388607
418,216.723,57.6363,288.186,192.656,0.788867
419,439.486,54.2366,632.098,247.661,0.731895
420,24.137,412.634,110.382,596.6,0.309208
421,546.006,148.007,718.259,254.165,0.653938
422,366.868,590.592,562.979,610.649,0.342359
423,611.01,153.036,679.253,222.882,0.903925
424,146.888,60.502,246.922,255.477,0.193533
425,574.457,174.485,696.437,329.408,0.469427
426,258.962,754.35,446.501,921.277,0.739619
427,398.668,353.179,434.292,494.309,0.299993
428,115.965,147.275,208.001,313.03,0.240247
429,482.08,222.402,539.61,245.223,0.66286
430,458.849,560.328,560.081,748.269,0.817831
431,331.97,386.851,391.786,547.96,0.456038
432,166.355,201.301,284.609,235.215,0.513863
433,717.709,267.384,877.164,366.18,0.164612
434,415.039,71.2129,565.297,165.319,0.908288
435,178.867,221.586,208.237,420.099,0.723362
436,442.733,611.119,521.564,663.481,0.453519
437,154.169,372.499,327.403,553.69,0.746089
438,622.327,607.234,684.212,628.984,0.739273
439,130.077,216.477,225.511,286.605,0.869402
440,734.534,614.721,828.619,745.399,0.602152
441,104.542,347.199,294.285,487.122,0.143292
442,164.157,204.375,224.558,227.352,0.764992
443,497.378,367.748,683.062,434.322,0.750521
444,34.4254,284.867,137.92,363.266,0.163224
445,292.894,147.327,485.625,236.304,0.96438
446,460.315,593.584,536.611,792.292,0.693399
447,169.49,680.861,256.441,753.181,0.629486
448,54.3151,307.06,205.367,333.569,0.709898
449,312.346,567.829,448.877,745.358,0.842771
450,48.7263,774.051,92.3909,907.558,0.981224
451,433.762,88.2886,549.523,277.27,0.794104
452,754.458,529.845,871.711,648.798,0.505056
453,643.872,436.785,792.633,504.612,0.34592
454,436.202,51.6941,629.221,214.083,0.791993
455,489.388,206.873,627.728,362.428,0.310504
456,322.548,766.125,380.552,903.871,0.512505
457,109.275,102.849,190.846,223.906,0.70241
458,514.183,78.2571,711.848,159.605,0.363449
459,203.098,707.091,224.134,786.746,0.277794
460,289.032,477.75,351.171,572.152,0.770331
461,156.236,618.259,261.726,682.944,0.610561
462,746.537,502.266,917.162,620.87,0.390267
463,122.644,567.338,228.62,730.364,0.957527
464,405.148,290.404,508.947,323.648,0.31454
465,50.0968,794.382,205.32,937.653,0.701537
466,592.74,121.517,648.424,149.348,0.581178
467,694.925,751.132,864.694,842.019,0.256704
468,337.512,273.594,532.949,329.888,0.653817
469,559.848,483.011,598.636,549.232,0.106109
470,733.802,613.379,845.079,635.437,0.172973
471,45.8395,46.5855,70.4273,146.998,0.616989
472,661.76,503.61,808.069,650.119,0.965169
473,344.428,669.695,480.389,712.771,0.266286
474,632.413,68.2675,701.392,149.264,0.658045
475,325.293,78.4531,379.387,159.538,0.76904
476,85.7393,379.048,250.617,527.926,0.612226
477,597.846,5.30706,789.795,136.109,0.150468
478,626.366,94.3798,759.625,205.014,0.148592
479,387.471,139.511,472.444,235.238,0.246054
480,716.988,307.803,860.659,444.447,0.909574
481,629.986,596.976,656.556,693.269,0.898487
482,344.874,652.355,409.889,830.205,0.116666
483,550.935,533.339,718.725,683.681,0.189575
484,264.995,310.26,376.283,383.4,0.547398
485,1.08029,362.682,136.862,516.956,0.596397
486,535.426,649.722,573.775,750.935,0.198791
487,328.291,122.731,490.48,236.505,0.330185
488,536.653,294.204,600.967,476.555,0.578257
489,76.8741,51.4888,225.15,95.6329,0.210093
490,520.747,364.705,669.434,513.891,0.648574
491,89.5054,570.141,156.452,696.296,0.280703
492,774.09,647.069,899.324,813.93,0.922325
493,15.0714,288.895,84.7739,329.61,0.223621
494,66.6366,654.968,150.289,724.985,0.100342
495,267.508,39.3611,364.93,108.592,0.806448
496,272.941,408.68,393.508,469.68,0.474222
497,600.336,8.39782,735.702,200.652,0.234455
498,241.449,58.4643,376.932,184.523,0.522938
499,533.16,238.643,702.602,388.343,0.834827
500,770.815,494.778,819.013,673.237,0.239184
501,461.146,100.153,607.631,245.081,0.419839
502,182.027,401.296,219.55,527.739,0.600209
503,677.946,559.546,850.056,651.612,0.506111
504,723.988,746.964,758.454,926.706,0.41444
505,273.455,544.146,351.998,684.388,0.717017
506,704.804,715.963,827.277,902.469,0.35313
507,271.661,84.0719,319.725,258.007,0.963903
508,79.9446,686.218,109.899,881.35,0.161881
509,724.346,34.2117,854.094,198.764,0.546533
510,226.281,531.975,395.165,664.265,0.486693
511,676.625,616.708,770.576,764.93,0.513923
512,158.515,714.031,305.834,861.292,0.273075
513,201.6,400.513,239.051,572.803,0.159202
514,47.6036,241.035,180.518,303.418,0.649421
515,204.916,102.193,261.905,175.871,0.153023
516,285.933,24.7071,479.702,164.054,0.493139
517,15.9102,55.0804,54.1537,116.064,0.515853
518,434.569,619.689,624.467,707.001,0.138329
519,118.344,47.2988,142.423,145.923,0.618661
520,58.3961,227.348,170.778,363.27,0.975325
521,212.747,374.011,342.466,430.222,0.951955
522,211.294,496.029,409.094,683.215,0.790712
523,711.097,791.01,770.953,853.507,0.616507
524,356.006,378.878,398.573,399.771,0.807938
525,716.668,778.608,897.636,836.972,0.211545
526,788.669,400.321,875.867,444.786,0.893042
527,782.636,510.758,808.121,648.185,0.57851
528,591.05,272.839,730.229,455.623,0.689644
529,316.846,461.949,499.821,542.889,0.136352
530,181.945,109.7,234.371,260.02,0.630757
531,89.4072,455.442,251.5,590.468,0.675373
532,691.311,191.465,718.789,343.853,0.338326
533,92.6326,665.304,121.746,760.178,0.892464
534,777.862,281.488,868.725,301.94,0.31485
535,599.528,552.723,703.072,676.725,0.467782
536,49.4156,434.892,169.324,621.386,0.778076
537,108.797,212.793,194.306,254.455,0.260133
538,428.211,271.385,612.52,415.197,0.681999
539,91.4627,397.695,219.053,482.35,0.88173
540,598.267,769.132,620.575,964.027,0.54016
541,765.283,386.202,841.296,537.534,0.111164
542,139.946,786.058,176.474,956.585,0.332388
543,561.545,705.036,690.509,847.077,0.183848
544,49.938,431.875,70.0074,575.133,0.880477
545,477.259,472.436,587.901,567.009,0.480486
546,685.339,620.873,785.632,703.588,0.291387
547,407.535,549.395,514.237,612.586,0.844961
548,436.928,592.728,577.313,624.913,0.337113
549,510.604,656.039,613.983,768.348,0.134906
550,564.019,83.4393,720.247,196.496,0.555852
551,239.597,555.542,399.005,609.5,0.489007
552,205.459,410.33,372.658,446.14,0.639734
553,509.755,445.596,601.72,473.727,0.320121
554,446.7,497.339,559.784,595.162,0.693227
555,529.738,714.292,631.916,804.957,0.823044
556,489.528,659.045,649.299,788.493,0.341701
557,471.235,77.4299,511.045,126.575,0.872633
558,339.351,14.0545,381.081,123.397,0.713432
559,602.637,558.53,632.157,624.322,0.469689
560,640.768,343.175,759.36,473.88,0.752989
561,190.627,447.054,226.671,625.087,0.655916
562,677.424,495.609,801.891,586.378,0.451303
563,610.042,391.059,702.065,556.933,0.479308
564,765.903,224.793,836.726,275.886,0.668248
565,768.165,300.375,793.013,474.376,0.410626
566,745.819,268.803,916.801,426.62,0.72058
567,54.1578,59.7241,84.3121,81.8918,0.457785
568,655.393,625.811,735.959,671.117,0.249973
569,548.792,428.531,738.716,540.298,0.634613
570,296.64,642.183,471.691,708.224,0.299566
571,363.603,44.0841,428.483,146.499,0.304733
572,428.661,364.043,450.748,439.052,0.928712
573,465.376,160.183,493.026,231.797,0.198065
574,320.114,365.808,434.978,409.38,0.53137
575,775.844,448.561,864.821,635.149,0.870834
576,741.576,587.578,921.692,639.508,0.165448
577,780.869,244.391,930.223,294.377,0.146419
578,790.852,34.4606,930.131,57.8877,0.49288
579,137.39,522.041,284.766,672.149,0.758464
580,444.649,62.1015,587.225,156.049,0.161091
581,273.056,271.534,390.205,339.495,0.930545
582,721.641,259.602,749.157,307.346,0.414568
583,698.8,759.914,817.843,882.034,0.613492
584,60.8115,380.403,93.515,531.033,0.866541
585,542.088,732.573,570.896,798.538,0.137368
586,261.648,566.189,289.956,594.01,0.249194
587,138.5,669.194,176.342,819.286,0.635283
588,458.587,344.061,610.887,410.059,0.778619
589,517.293,201.665,643.055,362.817,0.926223
590,10.4667,54.9294,52.0366,116.042,0.233847
591,441.912,542.126,613.033,593.153,0.851995
592,597.936,578.574,664.852,659.138,0.478605
593,574.424,707.721,681.506,752.919,0.102599
594,69.9314,693.681,224.98,781.643,0.775824
595,581.547,520.063,644.927,656.146,0.64566
596,192.27,763.984,387.48,855.85,0.114841
597,127.977,347.567,181.971,468.238,0.318433
598,591.504,8.49131,753.644,125.482,0.479926
599,606.392,111.109,736.718,299.906,0.93684
