id,x1,y1,x2,y2,score
94,723.645,115.796,769.713,146.515,0.665783
95,745.122,138.082,788.026,219.797,0.5224
96,742.165,87.1674,841.761,166.053,0.267549
97,731.735,100.808,826.227,127.033,0.947231
98,719.507,166.037,800.965,249.915,0.983144
99,682.509,92.6428,737.335,188.289,0.264587
100,690.157,91.998,780.672,112.021,0.379942
101,764.792,84.944,807.997,184.874,0.359219
102,673.854,153.592,708.435,229.307,0.449822
103,691.323,137.37,749.903,202.936,0.594239
104,704.082,81.3667,775.812,145.548,0.392649
105,701.123,68.7086,783.876,149.267,0.679957
106,719.779,165.886,818.036,255.285,0.137543
107,708.592,117.858,768.787,144.242,0.382335
108,755.405,128.702,826.771,162.582,0.837472
109,758.26,134.509,789.015,157.383,0.655167
110,757.728,111.291,800.075,167.058,0.152692
111,723.384,157.372,771.014,241.233,0.279918
112,680.411,151.124,754.306,241.787,0.192793
113,712.863,148.274,802.88,187.66,0.500151
114,722.504,114.599,809.512,136.238,0.813142
115,764.026,153.924,831.195,205.514,0.964258
116,705.739,78.8839,740.348,133.309,0.20445
117,672.07,128.312,749.035,152.477,0.70438
118,718.413,100.392,794.803,185.832,0.822977
119,708.212,132.961,755.063,214.348,0.136658
120,752.925,70.3036,783.773,163.197,0.275379
121,746.839,141.61,771.002,182.506,0.375396
122,757.018,103.088,789.632,141.48,0.921557
123,720.573,78.9069,815.556,139.526,0.950367
124,694.795,78.7878,739.898,109.268,0.923318
125,765.387,103.23,832.405,152.285,0.418582
126,740.704,107.159,773.981,178.828,0.595605
127,695.497,160.924,758.762,194.883,0.12155
128,736.434,108.049,825.798,192.026,0.323218
129,758.467,118.965,803.452,201.901,0.434387
130,713.097,109.355,802.382,145.076,0.551313
131,745.086,116.282,809.683,181.248,0.413127
132,765.659,90.6417,838.614,176.358,0.648988
133,740.115,88.4275,831.278,171.306,0.717443
134,706.389,133.642,739.131,218.052,0.851735
135,707.389,153.779,774.666,199.049,0.227877
136,700.816,104.036,737.447,143.526,0.900545
137,671.04,67.7971,695.351,135.766,0.770564
138,742.998,131.942,763.22,195.499,0.619067
139,725.981,131.578,793.147,159.616,0.278063
140,731.31,116.968,825.778,174.61,0.323213
141,689.598,70.4229,769.647,140.96,0.274333
142,751.378,96.5612,790.547,124.822,0.92246
143,721.145,133.335,793.575,186.884,0.735854
144,689.422,72.5056,714.828,94.1154,0.788585
145,671.077,149.576,723.274,221.426,0.463824
146,746.32,135.41,794.319,210.005,0.807739
147,720.831,149.694,807.868,215.174,0.530175
148,749.099,128.739,847.814,210.273,0.925599
149,734.878,143.437,829.488,223.36,0.293061
150,714.24,155.678,787.283,181.141,0.932518
151,762.58,165.094,831.913,221.802,0.587867
152,718.485,156.489,776.081,255.127,0.942355
153,743.16,166.42,770.732,198.466,0.941464
154,765.075,81.4732,852.018,140.409,0.60758
155,722.613,157.989,792.97,224.341,0.372665
156,686.748,118.524,747.363,157.85,0.604422
157,672.996,158.799,728.641,230.099,0.83549
158,704.589,152.98,773.587,216.581,0.862578
159,688.435,132.068,747.038,180.437,0.873905
160,692.603,166.516,745.578,245.069,0.174734
161,679.893,101.828,728.915,137.764,0.144783
162,732.489,153.646,824.056,208.47,0.562446
163,713.093,98.3772,784.434,161.231,0.534575
164,702.855,98.5429,742.938,172.452,0.726145
165,685.698,106.228,733.557,201.2,0.433219
166,739.85,166.714,761.266,253.806,0.529918
167,764.754,70.9323,787.451,135.279,0.49132
168,699.991,131.171,748.712,166.2,0.894856
169,689.142,121.978,781.724,166.796,0.577364
170,699.976,94.0108,744.891,153.552,0.620627
171,725.45,82.3093,752.683,136.713,0.378679
172,718.877,98.8187,774.048,185.381,0.879679
173,684.861,144.656,783.289,169.013,0.553561
174,684.858,160.432,727.889,234.948,0.645886
175,677.998,81.9026,721.203,131.024,0.341326
176,698.782,81.6746,771.196,152.934,0.513171
177,738.89,105.145,805.75,193.912,0.910383
178,746.484,163.04,825.68,237.529,0.661818
179,746.037,117.638,826.287,158.065,0.282474
180,724.587,70.3455,817.257,161.834,0.225312
181,765.58,69.5977,865.241,102.39,0.760704
182,765.977,69.4766,810.485,112.912,0.504854
183,718.618,158.618,751.038,247.071,0.411474
184,704.904,163.81,735.959,210.45,0.229356
185,707.185,113.547,779.054,161.683,0.225487
186,735.976,144.374,778.042,186.424,0.644947
187,745.886,106.749,774.927,153.207,0.432766
188,751.423,88.0908,789.913,124.347,0.30159
189,739.897,97.8851,788.737,155.61,0.538479
190,708.931,69.6235,752.091,94.1243,0.549324
191,739.939,101.145,790.717,147.981,0.324517
192,744.337,156.731,817.188,183.022,0.42459
193,680.94,109.108,711.601,196.813,0.755645
194,747.351,130.999,790.576,172.276,0.386731
195,736.946,133.685,785.337,209.673,0.905947
196,732.964,97.5454,779.957,149.172,0.912436
197,673.771,77.5319,746.579,160.954,0.789208
198,712.157,159.023,740.934,225.979,0.843807
199,743.355,142.502,806.475,196.219,0.347054
200,343.521,566.699,368.133,658.601,0.232569
201,402.025,573.435,452.396,611.681,0.331101
202,371.826,611.924,451.277,691.083,0.986617
203,409.427,598.98,507.81,670.776,0.486898
204,416.124,590.179,461.463,636.021,0.408497
205,347.97,618.88,411.799,704.81,0.882576
206,368.593,625.957,393.479,694.913,0.175586
207,366.724,589.425,395.861,614.152,0.202728
208,382.709,602.202,424.785,624.9,0.812205
209,382.909,612.786,423.012,661.74,0.922966
210,394.753,574.965,430.135,595.354,0.10229
211,365.351,537.577,454.398,618.258,0.579636
212,401.041,626.939,467.181,703.933,0.827783
213,400.353,625.572,459.578,650.442,0.816318
214,333.383,583.308,360.716,616.584,0.185846
215,347.181,606.442,408.487,702.994,0.434552
216,334.476,606.355,393.815,704.646,0.921677
217,334.54,592.631,426.198,690.396,0.377671
218,363.472,542.135,458.288,591.116,0.708306
219,406.491,539.345,502.927,575.039,0.540574
220,400.787,582.718,497.787,618.173,0.641918
221,394.054,581.471,443.396,629.791,0.864033
222,403.838,555.085,460.65,629.168,0.202989
223,330.779,559.64,353.008,654.648,0.356554
224,345.766,576.541,441.654,611.23,0.949577
225,416.388,540.577,480.657,632.799,0.324336
226,353.327,578.42,381.911,602.649,0.660566
227,393.753,593.019,438.528,613.177,0.914348
228,368.45,553.751,436.578,622.979,0.141609
229,410.976,546.298,454.559,600.334,0.845903
230,415.281,592.873,510.516,679.755,0.318747
231,342.494,587.048,428.533,672.372,0.947102
232,397.093,619.588,478.36,674.096,0.786416
233,338.51,537.676,393.276,628.872,0.123414
234,416.976,571.286,456.187,604.658,0.752514
235,331.544,599.555,374.487,640.927,0.42262
236,394.438,626.829,482.02,698.808,0.12258
237,411.618,608.377,445.084,705.751,0.767954
238,385.989,574.151,469.023,662.345,0.351815
239,378.173,579.227,401.312,633.906,0.883891
240,336.799,539.958,406.334,619.969,0.506671
241,397.824,577.09,477.308,650.724,0.597684
242,412.329,557.28,482.462,631.105,0.345374
243,392.858,622.434,442.084,675.688,0.411137
244,331.287,578.823,388.051,650.109,0.84307
245,343.851,595.749,429.919,675.75,0.669611
246,356.561,611.618,387.7,656.759,0.229451
247,402.396,545.496,434.87,590.755,0.444734
248,404.092,590.336,500.139,677.803,0.571561
249,383.79,609.354,473.547,701.361,0.35584
250,340.392,579.032,427.355,616.262,0.390922
251,384.28,572.887,414.985,609.534,0.100656
252,349.966,608.389,402.948,669.341,0.735303
253,384.213,544.104,439.749,615.309,0.22353
254,329.004,539.289,400.164,560.961,0.314629
255,390.938,624.156,465.178,707.611,0.953036
256,398.279,560.338,431.688,596.181,0.234778
257,368.203,634.192,462.752,689.045,0.262307
258,348.206,535.288,384.902,558.437,0.929661
259,343.316,576.46,416.595,663.365,0.7029
260,362.897,623.603,413.456,662.425,0.919772
261,374.048,624.345,463.459,699.047,0.219952
262,371.598,627.223,432.265,717.681,0.836069
263,389.38,573.117,435.939,639.459,0.126846
264,372.529,537.486,464.457,605.181,0.120642
265,336.026,599.842,399.795,681.969,0.595968
266,329.784,574.463,425.249,617.658,0.199159
267,330.414,578.763,380.533,676.458,0.632403
268,337.967,564.393,406.844,646.729,0.847814
269,405.064,564.607,458.292,643.032,0.455811
270,372.417,598.634,436.486,646.342,0.215136
271,349.859,573.79,390.384,661.888,0.930427
272,403.077,543.455,497.073,583.703,0.449933
273,328.294,554.155,423.377,593.892,0.422488
274,415.671,601.531,498.172,697.145,0.392987
275,422.734,588.265,480.487,626.825,0.233727
276,374.272,592.76,471.486,671.974,0.983503
277,387.306,559.177,439.725,655.252,0.712903
278,326.23,587.869,419.968,679.515,0.586428
279,415.287,602.643,448.113,667.332,0.102953
280,381.262,584.763,443.527,644.25,0.197193
281,380.837,578.336,438.217,600.793,0.340538
282,418.828,582.632,481.523,655.222,0.29898
283,348.721,627.163,420.508,697.212,0.596557
284,412.445,616.84,459.692,699.661,0.449966
285,348.019,556.212,384.387,583.621,0.259696
286,389.855,560.01,437.568,647.48,0.104454
287,414.556,566.995,443.156,659.513,0.789552
288,350.057,617.807,390.516,688.209,0.353579
289,337.413,627.631,358.596,712.772,0.713204
290,325.915,537.394,351.647,636.652,0.368064
291,405.092,571.494,435.63,629.367,0.379068
292,346.57,586.965,398.117,622.569,0.375476
293,326.724,542.356,396.97,588.379,0.157832
294,418.601,574.06,445.702,647.889,0.677105
295,332.446,536.57,414.856,586.958,0.622831
296,338.988,544.28,368.661,641.502,0.409022
297,404.463,618.524,430.524,664.877,0.32299
298,376.171,632.718,423.212,663.249,0.629217
299,418.685,544.362,511.838,614.098,0.440484
300,332.337,552.902,405.321,646.364,0.844478
301,344.832,627.817,416.297,655.287,0.391956
302,370.566,584.457,410.986,622.831,0.253415
303,351.284,607.354,389.456,632.65,0.699367
304,409.739,584.223,485.078,678,0.488535
305,327.888,550.607,382.295,632.907,0.658262
306,328.87,621.592,358.055,702.987,0.492651
307,399.998,589.172,433.205,639.347,0.758109
308,421.846,622.736,462.93,654.527,0.564303
309,393.807,567.081,454.051,598.02,0.634946
310,398.05,548.201,419.898,634.455,0.961193
311,365.484,617.057,398.992,702.507,0.424546
312,382.391,616.397,481.551,646.495,0.53229
313,325.974,545.583,396.873,602.017,0.124495
314,325.058,583.065,405.637,645.105,0.408287
315,358.516,538.95,448.216,593.063,0.202209
316,383.043,596.267,451.536,681.235,0.6374
317,409.302,624.66,433.132,705.935,0.417219
318,382.785,537.409,426.054,578.86,0.94532
319,362.582,597.955,412.058,649.973,0.710348
320,343.756,576.668,383.705,637.588,0.654332
321,408.382,607.194,476.677,666.25,0.788892
322,423.061,613.602,501.959,680.138,0.765675
323,370.059,562.701,416.437,596.73,0.816121
324,363.858,560.538,424.128,602.889,0.137245
325,400.623,606.017,451.085,668.69,0.519393
326,395.69,625.272,487.926,673.632,0.281045
327,335.583,552.848,361.323,609.56,0.750142
328,392.787,582.298,464.047,661.431,0.628779
329,412.83,628.955,457.395,677.349,0.930945
330,408.222,627.534,448.451,670.932,0.382366
331,404.487,573.456,466.373,660.626,0.289233
332,380.99,551.318,407.521,586.633,0.338924
333,390.82,631.671,469.034,730.532,0.140466
334,371.906,626.002,430.072,685.942,0.727845
335,351.484,590,442.741,644.815,0.287085
336,380.637,579.781,451.665,652.627,0.137424
337,348.235,607.438,437.751,637.461,0.526037
338,374.645,616.088,408.047,638.813,0.167257
339,343.324,588.149,364.185,684.29,0.42923
340,400.119,628.349,494.605,654.256,0.36776
341,346.883,587.852,400.473,624.275,0.98478
342,417.866,571.009,500.781,664.815,0.373694
343,351.315,624.376,423.829,675.27,0.260242
344,340.433,554.024,394.366,619.891,0.104198
345,424.208,592.718,481.672,691.357,0.79354
346,341.941,599.476,381.593,698.694,0.532915
347,363.05,633.344,400.518,703.899,0.923577
348,377.122,537.359,419.291,593.885,0.897346
349,369.152,613.008,447.774,634.854,0.861965
350,345.518,628.75,417.293,665.342,0.939251
351,372.746,580.902,436.405,661.572,0.724717
352,389.791,574.482,463.173,603.212,0.875222
353,379.848,628.527,457.582,650.637,0.727944
354,337.519,544.445,385.901,626.398,0.838863
355,369.686,627.029,462.129,664.979,0.559162
356,374.691,589.95,442.305,612.933,0.669647
357,374.391,595.816,441.952,687.475,0.979897
358,350.591,581.575,443.179,666.664,0.64614
359,359.425,590.54,423.748,685.199,0.860889
360,422.404,547.539,446.99,642.079,0.159579
361,369.5,586.178,404.157,648.49,0.626441
362,373.429,545.803,415.33,589.246,0.648327
363,353.692,631.669,434.783,679.707,0.722455
364,402.79,628.158,454.848,686.325,0.153801
365,422.691,545.433,491.257,573.33,0.590999
366,414.311,604.408,478.03,683.431,0.933839
367,337.859,607.227,373.993,690.661,0.149926
368,385.878,543.355,444.192,618.677,0.726498
369,401.616,603.197,436.212,677.203,0.241271
370,362.19,603.603,440.063,631.889,0.254339
371,419.355,570.391,514.267,644.232,0.764928
372,399.713,610.667,477.501,667.392,0.587869
373,366.535,578.857,402.223,645.704,0.913512
374,325.159,620.521,382.193,676.787,0.339944
375,366.412,539.471,446.581,625.553,0.911033
376,340.005,558.425,421.113,617.623,0.266771
377,397.162,559.457,480.834,644.178,0.312136
378,409.727,576.832,483.568,634.466,0.817527
379,344.341,535.943,374.95,631.499,0.525675
380,371.018,547.533,437.854,622.257,0.52445
381,407.75,559.402,496.921,620.283,0.413655
382,341.119,581.055,431.727,660.589,0.173386
383,345.282,600.245,419.284,626.126,0.198281
384,364.277,581.414,447.386,680.047,0.630469
385,383.169,541.354,463.827,573.036,0.514618
386,389.13,554.704,484.857,593.129,0.984855
387,338.526,589.581,382.119,664.914,0.73723
388,345.902,607.385,412.078,697.228,0.50826
389,372.127,572.03,440.053,649.66,0.536956
390,402.155,631.315,459.788,677.691,0.830657
391,393.912,574.925,492.302,644.16,0.882014
392,399.042,627.202,445.795,697.375,0.577898
393,403.977,608.618,495.054,637.851,0.540366
394,346.588,591.018,381.359,627.782,0.139231
395,331.572,578.417,399.739,612.522,0.51237
396,394.26,612.108,476.852,641.763,0.828956
397,417.026,585.324,501.875,658.788,0.210259
398,396.805,629.051,459.763,701.212,0.782547
399,340.488,539.664,431.543,617.835,0.783941
400,283.266,558.55,375.45,591.346,0.361699
401,238.899,580.756,290.614,649.253,0.22164
402,235.056,562.068,298.623,615.893,0.583476
403,198.707,564.34,281.02,603.661,0.536512
404,288.417,579.204,316.498,643.633,0.909618
405,224.15,569.648,254.508,594.624,0.459935
406,226.563,623.419,298.209,694.766,0.15059
407,195.922,595.06,259.555,652.03,0.234339
408,277.609,628.19,359.932,649.347,0.14058
409,200.001,560.211,288.299,580.234,0.214521
410,283.386,558.08,367.176,593.139,0.205449
411,206.574,610.375,228.206,650.598,0.689307
412,212.846,550.317,310.007,580.432,0.355452
413,262.685,587.922,310.992,685.481,0.945236
414,245.565,597.926,272.844,634.617,0.851927
415,276.596,553.907,352.443,583.906,0.920792
416,248.923,606.476,339.227,695.151,0.140397
417,250.914,541.701,348.559,628.06,0.401795
418,284.03,536.861,379.991,586.7,0.440812
419,205.233,594.224,280.181,644.97,0.175867
420,270.643,609.662,296.452,644.626,0.856091
421,246.598,584.604,304.267,682.883,0.404438
422,256.36,591.079,339.415,646.424,0.445972
423,203.43,558.684,231.066,650.279,0.657666
424,202.836,548.802,282.071,605.832,0.646328
425,277.861,607.459,348.88,690.271,0.911737
426,289.359,554.557,349.688,588.162,0.955843
427,247.97,551.773,285.713,651.496,0.622914
428,231.892,561.42,271.271,584.594,0.291212
429,225.594,535.179,254.758,611.588,0.523607
430,246.263,570.269,297.488,603.88,0.495576
431,233.46,586.256,286.142,652.543,0.123608
432,225.405,568.312,303.576,661.056,0.117294
433,271.261,535.504,366.097,569.535,0.577467
434,272.868,581.509,297.354,640.082,0.95103
435,210.118,558.406,233.617,653.624,0.665358
436,192.917,566.542,275.806,649.526,0.126403
437,250.792,621.91,329.394,715.611,0.337717
438,254.349,615.72,354.03,685.54,0.551138
439,193.594,619.841,284.116,642.351,0.653339
440,226.576,547.579,275.904,646.051,0.61318
441,238.288,601.252,311.247,697.723,0.125557
442,228.815,554.456,272.761,649.935,0.386578
443,283.032,538.071,324.087,571.77,0.821652
444,266.605,543.777,343.814,640.726,0.726403
445,237.848,577.196,281.067,604.158,0.26235
446,255.551,621.668,321.071,670.399,0.585744
447,223.747,560.237,266.351,659.272,0.967624
448,243.996,608.181,295.493,651.185,0.618949
449,192.95,592.813,289.452,628.338,0.281788
450,258.943,544.162,318.386,611.755,0.948345
451,207.414,598.875,293.848,646.731,0.879735
452,199.747,566.908,240.644,638.607,0.485294
453,278.56,557.4,367.154,578.861,0.961148
454,228.644,594.712,322.973,675.734,0.358923
455,218.108,572.742,238.437,613.839,0.95951
456,219.152,619.272,277.875,643.324,0.271882
457,212.486,534.549,281.862,564.036,0.603642
458,220.649,615.69,263.254,681.437,0.679164
459,197.162,561.361,285.681,582.431,0.478635
460,206.541,627.675,262.684,714.688,0.873363
461,229.764,572.993,257.493,595.572,0.162283
462,249.332,621.118,322.221,653.05,0.184799
463,258.842,590.477,297.764,680.565,0.408963
464,259.93,608.715,349.589,632.074,0.332657
465,279.421,606.245,333.254,644.423,0.428101
466,285.578,628.184,315.68,648.32,0.60898
467,229.546,545.458,301.094,585.535,0.746692
468,191.777,608.784,276.687,670.981,0.274691
469,262.328,586.585,315.405,635.948,0.921561
470,221.164,559.616,307.875,616.895,0.341011
471,288.299,538.556,383.728,581.568,0.836594
472,290.313,529.292,320.592,612.68,0.14564
473,196.809,530.963,286.371,571.045,0.393016
474,191.866,549.796,222.215,578.791,0.493049
475,285.586,531.994,353.991,565.961,0.624808
476,247.307,599.848,301.905,620.947,0.713934
477,194.562,594.838,264.222,672.924,0.690407
478,278.301,547.262,350.705,569.098,0.305814
479,248.645,605.649,324.785,671.609,0.818605
480,259.112,577.383,343.215,611.336,0.754563
481,230.185,588.497,261.249,666.183,0.886323
482,217.111,538.375,314.895,610.421,0.501792
483,262.047,611.963,320.702,640.41,0.405992
484,192.717,596.981,237.469,654.126,0.347818
485,217.471,609.525,285.247,662.547,0.378897
486,229.721,570.839,264.328,669.301,0.621982
487,204.738,562.978,300.218,587.612,0.36875
488,288.623,591.289,382.96,672.973,0.428375
489,279.076,562.247,371.95,605.07,0.394818
490,231.62,613.419,321.489,686.683,0.552016
491,207.829,610.929,248.957,709.207,0.444998
492,201.788,625.957,234.591,665.651,0.14409
493,209.6,596.677,271.692,660.21,0.23475
494,218.911,541.71,301.948,569.092,0.937001
495,282.078,576.203,329.092,666.111,0.904188
496,281.192,610.049,322.629,648.619,0.330754
497,268.021,582.208,335.105,635.667,0.849806
498,206.702,569.476,297.545,599.28,0.795283
499,276.595,587.638,376.399,643.055,0.699018
500,277.031,567.557,303.837,622.685,0.987546
501,250.561,623.991,317.642,701.477,0.559279
502,271.411,537.142,370.727,617.851,0.449236
503,208.454,588.347,300.751,651.795,0.241768
504,198.229,549.444,234.582,593.45,0.370359
505,288.117,590.436,369.762,640.07,0.196519
506,208.945,605.323,241.006,641.204,0.520797
507,290.53,616.696,384.058,652.228,0.215606
508,265.983,612.798,348.344,646.877,0.5789
509,221.842,569.933,251.958,650.191,0.768213
510,237.378,564.4,322.638,661.531,0.502388
511,281.512,598.731,348.438,674.176,0.630596
512,219.329,565.105,264.225,597.806,0.307962
513,253.519,597.705,274.597,624.497,0.234254
514,204.808,567.052,249.493,637.536,0.735703
515,238.048,539.098,297.679,564.622,0.621565
516,205.459,593.399,283.155,616.191,0.346096
517,218.192,599.148,271.919,692.379,0.928297
518,221.427,597.336,277.1,653.853,0.874367
519,258.348,624.647,357.213,662.838,0.259066
520,253.968,585.7,284.662,648.652,0.487949
521,195.576,592.633,238.023,674.301,0.911003
522,278.538,562.25,315.536,654.079,0.506321
523,192.736,627.165,219.968,670.817,0.523416
524,268.95,542.553,355.277,621.468,0.445428
525,214.466,608.099,292.751,654.93,0.912371
526,247.319,535.569,292.452,581.436,0.8338
527,249.201,535.654,326.686,591.596,0.261589
528,261.835,594.119,298.475,649.221,0.237821
529,229.92,606.057,310.124,662.548,0.345304
530,209.639,531.041,244.848,596.646,0.131791
531,225.835,545.018,324.916,583.73,0.989461
532,192.608,569.08,250.333,646.281,0.266137
533,252.442,549.568,300.486,619.056,0.496874
534,239.02,623.996,293.331,661.212,0.722014
535,214.046,554.888,305.846,612.569,0.46616
536,283.735,577.611,378.933,643.527,0.790606
537,193.671,570.582,282.148,639.742,0.498353
538,237.377,560.752,328.838,602.984,0.183797
539,268.491,556.475,289.521,638.828,0.105829
540,270.301,552.422,303.845,634.296,0.236997
541,210.854,541.334,291.932,631.511,0.85152
542,244.796,559.89,306.622,602.486,0.546613
543,220.163,576.732,274.995,601.938,0.882571
544,225.584,556.183,320.565,616.323,0.599564
545,270.883,546.426,367.816,617.521,0.64415
546,237.547,544.209,267.664,612.847,0.316243
547,233.037,566.03,277.351,619.877,0.116116
548,263.679,543.448,313.092,614.786,0.448821
549,196.288,554.104,219.898,614.094,0.86209
550,223.221,571.497,302.408,598.302,0.689111
551,262.762,571.873,354.287,621.817,0.339618
552,241.966,532.691,313.542,605.703,0.344003
553,220.124,557.879,253.534,616.743,0.480478
554,194.277,556.312,240.085,576.887,0.275802
555,226.855,589.736,247.219,645.639,0.398037
556,274.677,596.763,332.458,631.365,0.854642
557,252.604,550.162,339.112,632.048,0.328884
558,275.731,593.054,320.695,638.589,0.670191
559,191.294,547.87,236,600.579,0.216752
560,231.209,574.676,269.212,645.491,0.143277
561,290.105,607.167,315.462,675.326,0.103264
562,229.139,602.194,255.77,682.667,0.322116
563,219.754,624.958,253.196,676.118,0.658501
564,278.957,535.41,327.025,632.939,0.86301
565,213.884,577.916,266.988,630.633,0.854067
566,236.477,556.638,334.734,589.771,0.3581
567,285.984,546.601,322.202,620.629,0.682047
568,210.717,603.759,257.984,633.628,0.302635
569,229.922,589.174,258.418,670.775,0.411106
570,209.67,574.71,260.454,628.284,0.646754
571,199.731,535.498,270.392,564.737,0.763995
572,286.354,563.614,367.155,586.926,0.384248
573,196.049,582.207,224.238,655.42,0.495441
574,208.53,626.578,288.696,707.846,0.470739
575,276.731,550.738,304.255,607.834,0.154045
576,202.454,627.589,296.67,715.559,0.252891
577,194.748,553.063,292.533,589.965,0.336644
578,217.569,571.387,243.37,656.809,0.199534
579,194.657,597.59,288.214,620.473,0.465192
580,259.16,591.94,300.961,635.641,0.879066
581,204.341,539.58,259.68,622.313,0.158796
582,238.9,562.673,316.322,648.894,0.332339
583,255.173,598.253,303.528,627.192,0.760187
584,233.327,600.791,314.803,695.613,0.666907
585,281.537,556.15,377.449,623.012,0.803997
586,220.628,582.886,297.224,657.113,0.781169
587,200.04,535.119,237.87,622.59,0.196434
588,235.104,537.387,314.947,578.8,0.214325
589,242.644,557.081,293.407,577.88,0.466771
590,268.056,585.656,315.992,639.908,0.289439
591,192.2,602.235,276.908,643.507,0.595908
592,210.958,597.453,248.795,638.938,0.898998
593,196.366,613.061,222.183,668.938,0.290757
594,206.205,598.43,292.051,624.738,0.239784
595,203.526,599.616,230.109,635.086,0.588621
596,244.27,533.977,306.377,582.984,0.960564
597,232.435,577.939,294.922,659.056,0.962883
598,258.353,594.261,329.819,628.874,0.148284
599,238.823,601.701,320.554,646.268,0.191956
600,632.139,527.458,721.144,608.432,0.2312
601,653.773,515.548,734.181,613.78,0.762012
602,642.411,544.962,709.823,569.457,0.812308
603,628.695,603.82,664.778,644.342,0.368283
